,Strategy,Market,Relative_metric,Metric_dh,Avg correlation,R-squared,Option_price,risk_metric_(delta_difference),Mean_(delta_difference)
0,CVaR_85,Black-Scholes,1.0427202045609658,0.6899634904136234,0.9930990370912895,0.9858047357662361,3.9458655718838003,0.6798601787667569,0.007613355315886589
0,CVaR_90,Black-Scholes,1.0107854390750548,0.782271296967457,0.9915481465997268,0.9857959782520298,3.9458655718838003,0.8293024687193354,0.010907589129166534
0,CVaR_95,Black-Scholes,0.9703684011255722,0.935674324000425,0.9927348886366871,0.9838357031910049,3.9458655718838003,1.05669426802458,0.014049405174583121
0,CVaR_85,GJR-GARCH,0.9406886439124095,1.5373702159952358,0.9538456605155572,0.8565248789931119,3.157064887419532,1.2375929269818107,-0.07207194405278108
0,CVaR_90,GJR-GARCH,0.9379430993565436,2.0474996678662585,0.9610089368151588,0.8769192452182669,3.157064887419532,1.5427330877873544,-0.22168278084428056
0,CVaR_95,GJR-GARCH,0.938858828916538,3.024906356005934,0.9642980856496777,0.8943716591738257,3.157064887419532,1.979994052127291,-0.30775914059077875
